c_id,sentiment,tweet1,tweet2,org,loc,per,oth,negative,positive
5184.0,Positive,"United are top of the league, whoooa... RT @detiksport: FT: West Ham 0 - 0 Manchester City","West Ham United 0 - 0 Manchester City . RT this if you Liverpool supporters , tak habis habis aku .","WEST HAM,TAK HABIS HABIS AKU,MANCHESTER CITY,UNITED,WEST HAM UNITED",,,,0,27
5198.0,Negative,"Sick play by Josh Boyce! Way to go TCU, close game but managed to win!!!! #tcu #Football","Damn this TCU VS WVU game good as hell. Double OT, 1 point game",WVU,,"BOYCE,JOSH BOYCE",,99,53
5208.0,Negative,I want Alabama to play Notre dame in bcs championship game to show Notre dame how inferior they really are,Who's played more legit teams? Oregon or Notre Dame? I'd say Notre Dame #Pac12isworsethantheACC,"ALABAMA,WHO'S,NOTRE DAME",OREGON,,BCS CHAMPIONSHIP,133,64
5210.0,Negative,"Pitt vs. Notre Dame 2012 results: Notre Dame wins in OT thriller, 29-26: Notre Dame's undefeated season and cha... ","2012 Notre Dame football is the biggest fraud ass team I've witnessed in College Football since, Well since the '93 Notre Dame team. #FRAUDS",NOTRE DAME,,PITT,,71,41
5193.0,Positive,Syria rebels target key air force base - Al Jazeera ,Syria rebels target key air force base: via @youtube,"AL JAZEERA,KEY AIR FORCE,YOUTUBE",SYRIA,,,0,7
5231.0,Negative,USC and Oregon is going to be a great game. And Oregon looks so clean in that all white.,"Actually , fuck Oregon too . Lol , I don't care for either , but I'd still rather have Oregon win than USC","OREGON,USC",,,,39,16
5232.0,Negative,Watching Oregon vs USC game,Gonna watch this Oregon vs USC game till Bama play.,"BAMA,OREGON,USC",,GUS,,7,10
4966.0,Negative,ROLL TIDE ROLL TIDE ROLL TIDE 🏈🐘❤🏈🐘❤🏈🐘❤🏈🐘 #ILOVEMYSCHOOL #RTR,ROLL FUCKIN TIDE!!! YEP I SAID ROLL FUCKIN TIDE HOE!!!,,,,,189,114
5245.0,Positive,Kyrie Irving Tied The Game With A Second Left &amp; Brandon Jennings With The Buzzer Beater ! SMh...Good Game !,"Brandon Jennings BUCKET at the buzzer, good grief! Kyrie Irving: big time basket to tie it up before that, too.",,,"BJ,KYRIE IRVING,BRANDON JENNINGS",,27,10
5249.0,Negative,"Syria opposition to meet in Doha: Syrian opposition groups are due in the Qatari capital, Doha, to discuss formi... ","BBC #News - Syria opposition to meet in Doha: Syrian opposition groups are due in the Qatari capital, Doha, to d... ",,"QATAR,SYRIA,DOHA",,"SYRIAN,QATARI",8,6
5251.0,Positive,Syrian opposition in Qatar amid fighting: A leading Syrian opposition group launched a public effort Sunday to r... ,Latest #news - Syrian opposition in Qatar amid fighting: A leading Syrian opposition group launched a public eff... ,,"MIDDLETON,SYRIA,DOHA,QATAR",,SYRIAN,2,24
5284.0,Positive,"Blast in Kenya's Garissa kills one: official: GARISSA, Kenya (Reuters) - A suspected grenade attack on a church in... ","Blast in Kenya's Garissa kills one: official: GARISSA, Kenya (Reuters) - A suspected grenade attack on... #thuggish",,"GARISSA,KENYA'S GARISSA,KENYA",,,3,9
5285.0,Negative,Seven hurt in Kenya church attack: At least seven people are injured in a grenade attack on a church in eastern ... ,Deadly church attack hits Kenya: A policeman is killed and 11 people are injured in a grenade attack on a church... ,,KENYA,HUFFINGTON,,17,3
5291.0,Positive,Iran sets up new base near disputed islands: Iran’s Revolutionary Guards inaugurated a new naval base on Sunday ... ,Iran claims to have produced a new advanced drone- Iran reportedly sets up base near disputed islands #tcot #p2,,IRAN,,IRAN’S,5,10
5296.0,Negative,Danny Boyle opposes plan to sell Moore sculpture: Director Danny Boyle has joined leading British arts figures u... ,Danny Boyle opposes plan to sell Moore sculpture: Director Danny Boyle has joined leading British arts figures urging a cash-strapped...,,,"BOYLE,DANNY BOYLE,HENRY MOORE",BRITISH,8,0
5299.0,Negative,BBC News: Ukraine opposition condemn poll: Ukraine's opposition parties are holding a rally in Kiev in protest a... ,Ukraine opposition condemn poll: Ukraine's opposition parties are holding a rally in Kiev in protest at what the... ,"BBC NEWS,BBCWORLD","UKRAINE,KIEV",,UKRAINE'S,5,13
5216.0,Negative,Syrian Rebels Capture Oilfield Near Iraqi Border: Syrian rebels capture oilfield near Iraqi border ,"Syria rebels 'capture oilfield': Syrian rebels capture a key oilfield in eastern Deir Ezzor province, activists say, the first time s...",,"SYRIA,IRAQI BORDER,DEIR EZZOR",,"IRAQI,SYRIAN",38,8
5312.0,Negative,"TOPnews: Car bomb kills child, wounds 18 in southeast Turkey: DIYARBAKIR, Turkey (Reuters) - A car bomb targetin... ","Car bomb kills child, wounds 18 in southeast Turkey: DIYARBAKIR, Turkey (Reuters) - A car bomb targeting a milit... ",REUTERS,"DIYARBAKIR,SOUTHEAST TURKEY,TURKEY",,"KURDISH,TURKISH",33,11
5319.0,Negative,That was class! Fair play to Suarez.,Suarez at his best fair play!,SUAREZ,,SUAREZ,,5,2
5314.0,Positive,"Female foreign minister for Somalia: Somalia is to get its first female foreign minister, Fauzia Yusuf Haji Adan... ","Female foreign minister for Somalia - Somalia is to get its first female foreign minister, Fauzia Yusuf Haji Adan, i... ",,SOMALIA,FAUZIA YUSUF HAJI ADAN,,4,26
5331.0,Positive,#Bears Special Teams TD .. most #fantasyfootball leagues combine DT / ST ... continue to dominate! #Titans,The Bears D/Special teams&gt;&gt;&gt;&gt;,"TITANS,GT",GT,,,8,19
5195.0,Positive,"Rajoy optimistic about economic growth in 2014: Prime minister Mariano Rajoy insisted today that ""there will be ... ",Imran khan will be next prime minister if election is fare,,PAKISTAN,"RAJOY,MARIANO RAJOY,IMRAN KHAN",,0,5
5347.0,Negative,The speed of mike Wallace is insane #touchdown steelers!!!!,"Now, that is quite the touchdown. Mike Wallace can turn the corner, folks. #Steelers","PITTSBURGH,STEELERS",,MIKE WALLACE,,32,61
5281.0,Negative,"CORRECTED: Asian, European leaders wrapping up ASEM summit in Laos: VIENTIANE - Asian and European leaders will ... ","Europe Seeks Investment from Asia in Vientiane, Laos: Dozens of European and Asian leaders will gather in Laos t... ",,"LAOS,EUROPE,ASIA,VIENTIANE",,"ASIAN,EUROPEAN",9,13
5373.0,Positive,I'm ready for Thanksgiving #Turkey #Turkey #Turkey,Hummm Turkey Breast Sandwhich,"HUMMM TURKEY,TURKEY",COLD TURKEY,,,5,10
5387.0,Negative,"Green Moon wins Melbourne Cup, favorites struggle: Green Moon gave owner Lloyd Williams his fourth Melbourne Cup... ",Green Moon wins Melbourne Cup: Green Moon has won the 152nd running of the Melbourne Cup at Flemingto... #sportnews,GREEN MOON,FLEMINGTO,LLOYD WILLIAMS,MELBOURNE CUP,52,44
5389.0,Positive,#dotherightthing Vote for Barack Obama the President of the United States of America! #dothesmartthing,President of the United States of America Barack Obama #4MoreYears ,UNITED STATES OF AMERICA,"UNITED STATES,AMERICA",BARACK OBAMA,,0,11
5392.0,Negative,"Obama gets election thumbs up from Europeans: Obama or Romney? If Europeans could vote, Barack Obama would be re-...",Adele - If you could vote in the US Election .......Who would you vote for? Barack Obama or Mitt Romney?,,US,"OBAMA,ROMNEY,ADELE,MITT ROMNEY,BARACK OBAMA",EUROPEANS,28,16
5415.0,Negative,"UPDATE 1-Five bomb blasts hit Bahrain capital, two killed - Reuters: UPDATE 1-Five bomb blasts hit Bahrain capit... ","Bahrain: 2 killed in bomb blasts: MANAMA, Bahrain (AP) -- A series of bomb blasts in Bahrain's capital kille... ",REUTERS,"AP,BAHRAIN,MANAMA",,BAHRAIN'S,26,2
5416.0,Negative,"DTN Japan: Five bomb blasts hit Bahrain capital, two killed: DUBAI (Reuters) - Five bombs exploded in the heart ... ","Five bomb blasts hit Bahrain capital, two killed: DUBAI (Reuters) - Five bombs exploded in the heart of the Bahr... ",REUTERS,"DUBAI,BAHR,BAHRAIN,JAPAN,BAHRAIN CAPITAL",,,5,0
5417.0,Negative,BBC - Two killed in Bahrain explosions #BBC #Bahrain ,"Two killed in Bahrain 'terrorist' explosions, authorities say - via ",BBC,BAHRAIN,,,9,0
5428.0,Positive,VIDEO: Anti-gay laws suspended in Malawi: Malawi has suspended laws against same-sex relationships pending a decision on whether to r...,Amnesty: Malawi suspends anti-gay laws: Malawi is shelving its laws against homosexuality pending a vote on whet... ,,MALAWI,,,20,36
5393.0,Negative,"S&amp;P misled investors, court rules: Credit ratings agency Standard &amp; Poor's is found to have misled investors by ... ","S&amp;P misled investors, court rules: Credit ratings agency Standard &amp; Poor's is found to have misled investors and... ",POOR'S,,,,32,1
5443.0,Negative,Suicide bomber kills 50 Syrian troops: Car bomb in Syria's Hama 'kills 50 pro-regime fighters' | Bangkok Post: news ,Car bomb in Syria's Hama kills at least 50 pro-regime fighters: The SNC lashed out on Friday at alleged US inter... ,"SYRIA'S HAMA,NEWS,SNC","BANGKOK,SYRIA'S HAMA",,SYRIAN,4,2
5435.0,Negative,"Suicide bombing in central Syria: A number of people have been killed in a suicide bomb attack in central Syria,... ",Suicide bombing in central Syria: A number of people have been killed in a suicide bomb attack in cen... #worldnews,,"SYRIA,CENTRAL SYRIA",,,7,0
5458.0,Positive,Gonna go vote for the next president of the united states future president Mitt Romney,RETWEET: Breaking News: Republican nominee Mitt Romney has decided to concede the win of President of the United States to Barack Obama:URL,,"UNITED STATES OF AMERICA MITT ROMNEY,UNITED STATES","MITT ROMNEY,BARACK OBAMA",REPUBLICAN,2,19
5459.0,Positive,UK's Cameron orders investigation of child abuse claims: ABU DHABI (Reuters) - British Prime Minister David Cameron... ,#fb UK’s Cameron orders investigation of child abuse claims: ABU DHABI: British Prime Minister David Cameron ord... ,,"ABU DHABI,UK",DAVID CAMERON,BRITISH,1,7
5465.0,Negative,"Nigeria floods kill 363 people, displace 2.1 million: agency..!: nigeria floods kill 363 people, displace 2.1... ","News by Yahoo Nigeria floods kill 363 people, displace 2.1 million: agency: ABUJA (Reuters) - Nigeria's worst fl... ","REUTERS,NIGERIA'S,YAHOO NIGERIA","ABUJA,NIGERIA",,NIGERIA'S,7,3
5467.0,Negative,"Please get out in Vote, if you haven't already, if you can stand in line for the Club, I know you can 2 vote....","IF YU CAN STAND IN LINE FOR THE CLUB , JORDANS AND FOAMS , OR THE IPHONE , YU CAN STAND IN LINE TO VOTE....",,,"YU,YOU'LL",JORDANS,57,30
5470.0,Negative,NEVER FORGET THE SACRIFICE!!!! FOR OUR RIGHT TO VOTE.....VOTE VOTE VOTE.. ,Don't forget to Vote tomorrow!!! Vote for Righteousness!!!!,MAPSONQUE,,,,42,14
5492.0,Negative,Everyone 18+ should really not be lazy and go vote if they can. Every vote counts. deadass,Face wash ass up its time to vote every vote counts #tru,DEADASS,,OBAMA,,4,4
5509.0,Positive,Gary Johnson for president! lol #teamliberal,Gary Johnson for President lol,,,"BEYONCE,GARY JOHNSON",,0,12
5537.0,Positive,"Syrian chaos deepens as rebels, Palestinians fight - USA TODAY: NDTVSyrian chaos deepens as rebels, Palestinians... ","Syrian chaos deepens as rebels, Palestinians fight: New chaos engulfed Syria's civil war as Palestinian supporte... ",,USA,,"SYRIAN,PALESTINIANS,NDTVSYRIAN,PALESTINIAN,SYRIA'S",9,1
5548.0,Negative,"If Romney wins tomorrow, me and @PhilyB95 are moving to Canada. So if no one sees us Wednesday, you know why.",If Romney wins the election me and @T_RAM099 are moving to Canada,,CANADA,"I'M,RAM099,ROMNEY",,6,1
5570.0,Positive,I'm voting for the first time in my life tomorrow. How many other first time voters are out there,"Lol I had to ask for help in the voting poll, first time voting problems... But I got it right. 👍😎",,,"I'M,LOL",,9,20
5575.0,Positive,"Green Moon wins the Melbourne Cup: Green Moon, trained in Australia by Robert Hickmott and ridden by Brett Prebb... ","Green Moon eclipses Cup rivals: Green Moon, trained by Robert Hickmott and ridden by Brett Prebble, won the Emir... ",GREEN MOON,AUSTRALIA,"LLOYD WILLIAMS,BRETT PREBBLE,ROBERT HICKMOTT,BRETT PREBB","CUP,MELBOURNE CUP",9,26
5576.0,Positive,doing homework and watching election coverage all night. ask me how I got this cool. #goahead,Watching election coverage now! Let the nerdgasm begin!,,,,,17,6
5572.0,Negative,"Marijuana legalization on the ballot: On Tuesday, voters in three Western states are casting their ballots on an unorthodox way of ra...","Marijuana legalization on the ballot: On Tuesday, voters in three Western states are casting their ballots on an... ",,WASHINGTON,,,6,5
5378.0,Positive,So many people have fought for the right that we get to exercise today. Your vote matters. Go VOTE.,If you don't exercise your right to vote then you don't have the right to complain!,,,,,5,9
5588.0,Positive,"Same sex marriage is on the ballot in Maine, Washington &amp; Maryland. Legalizing marijuana voted on in Washington, Oregon &amp; Colorado.",Colorado is likely to legalize small amounts of marijuana tomorrow and Washington and Maine will likely legalize gay marriage.,"WASHINGTON &AMP,OREGON &AMP","MAINE,MARYLAND,COLORADO,WASHINGTON",HUFFINGTON,MARIJUANA,55,56
5338.0,Negative,Almost game time lets go #Eagles!!!,Almost game time let's go eagles!!!!!! #beatthesaints,EAGLES,,,,7,5
5591.0,Negative,I'm watching United States Presidential Election 2012 (565 others checked-in) #GetGlue #election2012,I'm watching United States Presidential Election 2012 (1714 others checked-in) #GetGlue #election2012,,,I'M,,2,36
5598.0,Positive,Lets go Eagles!! Fuck yall Vick haters!,Seriously can we please just get a New fucking quarterback #Eagles #EaglesNation #Vick #Please,,,,,3,7
5614.0,Negative,"Dixville Notch Election Results 2012: Obama And Romney Tie, 5 Votes Apiece - Huffington Post: NDTVDixville Notch Election Results 201...","Dixville Notch Election Results 2012: Obama And Romney Tie, 5 Votes Apiece - Huffington Post: NDTVDixville Notch... ",,DIXVILLE,"ROMNEY,HUFFINGTON,OBAMA",DIXVILLE,9,5
5625.0,Positive,"Nadine Dorries suspended as Conservative MP over 'I'm a Celebrity' appearance: Nadine Dorries suspended as Tory MP, after she jetted ...",Nadine Dorries suspended as Conservative MP over 'I'm a Celebrity' appearance: Nadine Dorries suspended as Tory ... ,,,"NADINE DORRIES,NADINE",,30,35
5627.0,Positive,Putin sacks defense minister amid corruption scandal: Russia's President Vladimir Putin sacked Defense Minister Anatoly Serdyukov Tue...,Putin dismisses defence minister: Russian President Vladimir Putin dismisses the country's defence minister afte... ,CAU,,"ANATOLY SERDYUKOV,VLADIMIR PUTIN,PUTIN","COUNTRY'S,RUSSIAN,RUSSIA'S",5,73
5628.0,Positive,Putin fires Russias defense minister in wake of scandal (Russia Herald): Share With Friends: | |... #Russia #News,"Putin fires defense minister in wake of scandal - Although originally supported Anatoly Serdyukov, the Russian pres... ",,RUSSIA,"PUTIN,SERDYUKOV","RUSSIAN,RUSSIAS",2,11
5639.0,Negative,Brother of Syrian parliament speaker assassinated: Gunmen shot and killed the brother of Syria's parliament speaker... ,Gunmen Kill Syrian Parliament Speaker's Brother - Voice of America: Kill Syrian Parliament Speaker's Bro...,,AMERICA,,"SYRIAN,SYRIA'S",40,6
5472.0,Negative,"Up early ready to support Obama dis vote shit is important , your one vote make count ! believe that ..",Up bright and early to vote! Get out to the polls today and make an impact! #swingstate,,,OBAMA,,10,3
5529.0,Negative,Voting and praying for our country today. Hope you are doing the same!! #vote #pray #RomneyRyan2012,Pray first then vote! We owe it to our country today. Don't be lazy,,,,,4,1
5692.0,Negative,Celtic FC Vs FC Barcelona preview and prediction 07 November: Preview Live The Champions League football match b... ,2012/13 Uefa Champions League Group G preview: Celtic FC vs FC Barcelona: A win at Celtic Park tomorrow night wi... ,"FC BARCELONA,CELTIC FC",CELTIC PARK,,,3,6
5710.0,Negative,"Stop posting pictures of your ballots, guys! The news just said they will VOID YOUR VOTE if you post a pic of your ballot anywhere #retweet",no need to bash the people posting the ballots. they prolly aint know. be peaceful about it dont insult. But please stop posting those pics,MUDAFUCKIN INSTRAGRAM,,OBAMA,,134,84
5712.0,Positive,Taking pics of your ballot is jus like not voting u stupid fucks then u posting em on instagram like yo pic not on yo profile,People taking picture of their Ballots just to get an RETWEET or LIKE... talking about the thirst!,,,Y'ALL,,4,2
5730.0,Positive,"“#FRESNO MASS SHOOTING Two more people have died in workplace shooting in Fresno, including killer. One other person died this morning.”",Fresno Shooting: Reports Of Mass Shooting At Apple Valley Farms Plant In Central California via @HuffPostSF #NRA #P2,"FRESNO,HUFFPOSTSF","APPLE VALLEY,FRESNO",,,41,25
5749.0,Positive,#HALA MADRID !! (@ Estadio Santiago Bernabéu for Real Madrid vs Borussia Dortmund w/ 180 others) [pic]: ,I'm at Estadio Santiago Bernabéu for Real Madrid vs Borussia Dortmund (Madrid) w/ 60 others ,"MANCHESTER CITY,HALA MADRID,REAL MADRID,ESTADIO SANTIAGO BERNABÉU,AJAX AMSTERDAM,BORUSSIA DORTMUND",MADRID,,,40,15
